BioSample	Experiment	InsertSize	MBases	MBytes	Run	SRA_Sample	Sample_Name	description	sample_name	sample_title	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	biomaterial_provider	bioproject_id	cell_line	cell_type	dev_stage	disease	sex	tissue_type
SAMD00066287	DRX070278	631	125	86	DRR076434	DRS035048	DRS035048	Sample ID: CAGE_5_A04, Run: 1772-123-073, Well: A04, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_A04	CAGE_5_A04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066288	DRX070279	631	163	111	DRR076435	DRS035049	DRS035049	Sample ID: CAGE_5_A05, Run: 1772-123-073, Well: A05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_A05	CAGE_5_A05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066289	DRX070280	631	199	136	DRR076436	DRS035050	DRS035050	Sample ID: CAGE_5_A06, Run: 1772-123-073, Well: A06, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_A06	CAGE_5_A06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066290	DRX070281	631	178	122	DRR076437	DRS035051	DRS035051	Sample ID: CAGE_5_A07, Run: 1772-123-073, Well: A07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_A07	CAGE_5_A07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066291	DRX070282	631	162	111	DRR076438	DRS035052	DRS035052	Sample ID: CAGE_5_A08, Run: 1772-123-073, Well: A08, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_A08	CAGE_5_A08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066292	DRX070283	631	187	128	DRR076439	DRS035053	DRS035053	Sample ID: CAGE_5_A09, Run: 1772-123-073, Well: A09, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_A09	CAGE_5_A09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066293	DRX070284	631	121	82	DRR076440	DRS035054	DRS035054	Sample ID: CAGE_5_A10, Run: 1772-123-073, Well: A10, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_A10	CAGE_5_A10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066294	DRX070285	631	202	138	DRR076441	DRS035055	DRS035055	Sample ID: CAGE_5_A11, Run: 1772-123-073, Well: A11, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_A11	CAGE_5_A11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066295	DRX070286	631	151	103	DRR076442	DRS035056	DRS035056	Sample ID: CAGE_5_A12, Run: 1772-123-073, Well: A12, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_A12	CAGE_5_A12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066296	DRX070287	631	123	84	DRR076443	DRS035057	DRS035057	Sample ID: CAGE_5_B01, Run: 1772-123-073, Well: B01, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_B01	CAGE_5_B01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066297	DRX070288	631	124	85	DRR076444	DRS035058	DRS035058	Sample ID: CAGE_5_B02, Run: 1772-123-073, Well: B02, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B02	CAGE_5_B02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066298	DRX070289	631	94	64	DRR076445	DRS035059	DRS035059	Sample ID: CAGE_5_B03, Run: 1772-123-073, Well: B03, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B03	CAGE_5_B03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066299	DRX070290	631	136	93	DRR076446	DRS035060	DRS035060	Sample ID: CAGE_5_B04, Run: 1772-123-073, Well: B04, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_B04	CAGE_5_B04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066300	DRX070291	631	140	95	DRR076447	DRS035061	DRS035061	Sample ID: CAGE_5_B05, Run: 1772-123-073, Well: B05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B05	CAGE_5_B05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066301	DRX070292	631	159	108	DRR076448	DRS035062	DRS035062	Sample ID: CAGE_5_B06, Run: 1772-123-073, Well: B06, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B06	CAGE_5_B06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066302	DRX070293	631	154	105	DRR076449	DRS035063	DRS035063	Sample ID: CAGE_5_B07, Run: 1772-123-073, Well: B07, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B07	CAGE_5_B07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066303	DRX070294	631	145	99	DRR076450	DRS035064	DRS035064	Sample ID: CAGE_5_B08, Run: 1772-123-073, Well: B08, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_B08	CAGE_5_B08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066304	DRX070295	631	146	100	DRR076451	DRS035065	DRS035065	Sample ID: CAGE_5_B09, Run: 1772-123-073, Well: B09, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B09	CAGE_5_B09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066305	DRX070296	631	132	90	DRR076452	DRS035066	DRS035066	Sample ID: CAGE_5_B10, Run: 1772-123-073, Well: B10, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_B10	CAGE_5_B10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066306	DRX070297	631	106	72	DRR076453	DRS035067	DRS035067	Sample ID: CAGE_5_B11, Run: 1772-123-073, Well: B11, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B11	CAGE_5_B11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066307	DRX070298	631	154	105	DRR076454	DRS035068	DRS035068	Sample ID: CAGE_5_B12, Run: 1772-123-073, Well: B12, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_B12	CAGE_5_B12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066308	DRX070299	631	111	76	DRR076455	DRS035069	DRS035069	Sample ID: CAGE_5_C01, Run: 1772-123-073, Well: C01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_C01	CAGE_5_C01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066309	DRX070300	631	96	66	DRR076456	DRS035070	DRS035070	Sample ID: CAGE_5_C02, Run: 1772-123-073, Well: C02, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_C02	CAGE_5_C02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066310	DRX070301	631	89	60	DRR076457	DRS035071	DRS035071	Sample ID: CAGE_5_C03, Run: 1772-123-073, Well: C03, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_C03	CAGE_5_C03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066311	DRX070302	631	106	73	DRR076458	DRS035072	DRS035072	Sample ID: CAGE_5_C04, Run: 1772-123-073, Well: C04, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_C04	CAGE_5_C04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066312	DRX070303	631	132	90	DRR076459	DRS035073	DRS035073	Sample ID: CAGE_5_C05, Run: 1772-123-073, Well: C05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_C05	CAGE_5_C05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066313	DRX070304	631	161	111	DRR076460	DRS035074	DRS035074	Sample ID: CAGE_5_C06, Run: 1772-123-073, Well: C06, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_C06	CAGE_5_C06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066314	DRX070305	631	123	84	DRR076461	DRS035075	DRS035075	Sample ID: CAGE_5_C07, Run: 1772-123-073, Well: C07, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_C07	CAGE_5_C07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066315	DRX070306	631	113	78	DRR076462	DRS035076	DRS035076	Sample ID: CAGE_5_C08, Run: 1772-123-073, Well: C08, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_C08	CAGE_5_C08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066316	DRX070307	631	155	106	DRR076463	DRS035077	DRS035077	Sample ID: CAGE_5_C09, Run: 1772-123-073, Well: C09, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_C09	CAGE_5_C09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066317	DRX070308	631	107	73	DRR076464	DRS035078	DRS035078	Sample ID: CAGE_5_C10, Run: 1772-123-073, Well: C10, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_C10	CAGE_5_C10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066318	DRX070309	631	223	152	DRR076465	DRS035079	DRS035079	Sample ID: CAGE_5_C11, Run: 1772-123-073, Well: C11, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_C11	CAGE_5_C11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066319	DRX070310	631	95	65	DRR076466	DRS035080	DRS035080	Sample ID: CAGE_5_C12, Run: 1772-123-073, Well: C12, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_C12	CAGE_5_C12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066320	DRX070311	631	95	65	DRR076467	DRS035081	DRS035081	Sample ID: CAGE_5_D01, Run: 1772-123-073, Well: D01, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_D01	CAGE_5_D01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066321	DRX070312	631	107	73	DRR076468	DRS035082	DRS035082	Sample ID: CAGE_5_D02, Run: 1772-123-073, Well: D02, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_D02	CAGE_5_D02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066322	DRX070313	631	70	48	DRR076469	DRS035083	DRS035083	Sample ID: CAGE_5_D03, Run: 1772-123-073, Well: D03, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_D03	CAGE_5_D03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066323	DRX070314	631	112	76	DRR076470	DRS035084	DRS035084	Sample ID: CAGE_5_D04, Run: 1772-123-073, Well: D04, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_D04	CAGE_5_D04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066324	DRX070315	631	130	89	DRR076471	DRS035085	DRS035085	Sample ID: CAGE_5_D05, Run: 1772-123-073, Well: D05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_D05	CAGE_5_D05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066325	DRX070316	631	159	108	DRR076472	DRS035086	DRS035086	Sample ID: CAGE_5_D06, Run: 1772-123-073, Well: D06, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_D06	CAGE_5_D06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066326	DRX070317	631	142	97	DRR076473	DRS035087	DRS035087	Sample ID: CAGE_5_D07, Run: 1772-123-073, Well: D07, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_D07	CAGE_5_D07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066327	DRX070318	631	123	84	DRR076474	DRS035088	DRS035088	Sample ID: CAGE_5_D08, Run: 1772-123-073, Well: D08, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_D08	CAGE_5_D08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066328	DRX070319	631	102	69	DRR076475	DRS035089	DRS035089	Sample ID: CAGE_5_D09, Run: 1772-123-073, Well: D09, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_D09	CAGE_5_D09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066329	DRX070320	631	125	85	DRR076476	DRS035090	DRS035090	Sample ID: CAGE_5_D10, Run: 1772-123-073, Well: D10, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_D10	CAGE_5_D10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066330	DRX070321	631	135	92	DRR076477	DRS035091	DRS035091	Sample ID: CAGE_5_D11, Run: 1772-123-073, Well: D11, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_D11	CAGE_5_D11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066331	DRX070322	631	133	91	DRR076478	DRS035092	DRS035092	Sample ID: CAGE_5_D12, Run: 1772-123-073, Well: D12, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_D12	CAGE_5_D12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066332	DRX070323	631	89	61	DRR076479	DRS035093	DRS035093	Sample ID: CAGE_5_E01, Run: 1772-123-073, Well: E01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_E01	CAGE_5_E01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066333	DRX070324	631	104	71	DRR076480	DRS035094	DRS035094	Sample ID: CAGE_5_E02, Run: 1772-123-073, Well: E02, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_E02	CAGE_5_E02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066334	DRX070325	631	70	47	DRR076481	DRS035095	DRS035095	Sample ID: CAGE_5_E03, Run: 1772-123-073, Well: E03, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_E03	CAGE_5_E03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066335	DRX070326	631	81	57	DRR076482	DRS035096	DRS035096	Sample ID: CAGE_5_E04, Run: 1772-123-073, Well: E04, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_E04	CAGE_5_E04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066336	DRX070327	631	137	93	DRR076483	DRS035097	DRS035097	Sample ID: CAGE_5_E05, Run: 1772-123-073, Well: E05, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_E05	CAGE_5_E05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
